,0,1,2,3
1781,131565,540289,1,1443246120
1782,131565,540289,1,1443246043
1783,131565,132221,1,1443245863
1784,131565,2203750,1,1443245685
1785,131565,601526,1,1443244795
1786,131565,1330449,1,1443244709
1787,2232814,442147,1,1446550697
1788,1292784,1889707,1,1446476853
1789,182696,1516793,1,1445277145
1790,1473010,1746486,1,1444214409
1791,1473010,2721460,1,1444045565
1792,1473010,2099789,1,1443425389
1793,1473010,803475,1,1443425146
1794,1473010,803475,1,1442985897
1795,1473010,1011068,1,1442985256
1796,1473010,954479,1,1442985199
1797,1473010,2647980,1,1442985029
1798,1473010,866508,1,1442984881
1799,1473010,2020200,1,1442984853
1800,1473010,942021,1,1442984774
1801,1473010,273279,1,1442491483
1802,1473010,2648658,1,1442315421
1803,1473010,2189670,1,1442315336
1804,1473010,902649,1,1442315269
1805,1473010,271920,1,1442315245
1806,1473010,1107252,1,1442315233
1807,1473010,273279,1,1442315159
1808,1473010,566799,1,1441966273
1809,1473010,820003,1,1441790175
1810,1473010,2046815,1,1441790145
1811,1473010,2733368,1,1441790068
1812,1473010,348489,1,1441700470
1813,1473010,2830488,1,1441700327
1814,1473010,220326,1,1441700281
1815,431187,177057,1,1446757472
1816,1665524,1430703,1,1445240742
1817,1665524,486718,1,1445026429
1818,1665524,393289,1,1445026343
1819,1665524,2087336,1,1445025966
1820,782837,1855604,3,1445607780
1821,782837,1855604,1,1445607774
1822,782837,1443706,1,1444290298
1823,782837,1491515,1,1443810133
1824,2513399,2467763,1,1445768790
1825,31224,988140,1,1445248430
1826,830503,747268,1,1441708588
1827,1270267,1775895,1,1446093804
1828,1270267,1510306,1,1446093564
1829,1745404,850110,1,1443533307
1830,74237,129082,1,1444582786
1831,74237,1693774,1,1444582518
1832,74237,939674,1,1444582388
1833,74237,803899,1,1442593667
1834,74237,668893,1,1442593140
1835,74237,746286,1,1442593020
1836,74237,1890307,1,1442592939
1837,74237,1699254,1,1442591826
1838,74237,2793230,1,1442591820
1839,74237,223461,1,1442418029
1840,74237,338680,1,1442417952
1841,74237,354376,1,1442072263
1842,74237,1851002,1,1442071655
1843,74237,2059433,1,1442071275
1844,74237,301321,1,1442070425
1845,74237,753877,1,1441986368
1846,74237,1037210,1,1441907138
1847,74237,1549472,1,1441906881
1848,2281984,1976981,3,1445710289
1849,2281984,1976981,1,1445710257
1850,2281984,2723239,1,1445279960
1851,2281984,1633797,1,1444852820
1852,2281984,2251704,3,1444764976
1853,2281984,2251704,1,1444764973
1854,2281984,2723239,3,1444422858
1855,2281984,2723239,1,1444422836
1856,2281984,2251704,3,1444330251
1857,2281984,2251704,1,1444330233
1858,2281984,1680496,1,1444329687
1859,2281984,2806876,1,1444329579
1860,2281984,1680496,3,1444252209
1861,2281984,1680496,1,1444252199
1862,2281984,1033906,1,1444251405
1863,2281984,2536406,1,1442866473
1864,2281984,506373,1,1442510124
1865,2281984,1966527,1,1442510034
1866,2281984,1364348,3,1442000440
1867,2281984,1364348,1,1442000438
1868,2281984,838380,1,1442000415
1869,2281984,1364348,1,1442000279
1870,2281984,542830,1,1441729285
1871,2281984,1381439,1,1441729258
1872,2281984,1012559,1,1441729013
1873,2281984,2033664,1,1441283547
1874,2281984,2307958,3,1441218182
1875,2423298,2048862,1,1445510777
1876,2726404,1516543,1,1444812358
1877,991749,1871213,1,1444905971
1878,2788097,2139131,1,1446186012
1879,2896393,1096406,1,1446066004
1880,2896393,2005523,1,1446065663
1881,2896393,2279599,1,1446065111
1882,2896393,1460626,1,1446064778
1883,1632757,790650,1,1446618049
1884,2030095,183255,1,1442231994
1885,838162,1831675,1,1446663332
1886,838162,1920047,1,1445920185
1887,838162,2396028,1,1445532974
1888,838162,2396028,1,1445532941
1889,838162,2396028,1,1445532809
1890,838162,2396028,1,1445532655
1891,838162,26945,1,1445532474
1892,838162,343132,1,1445515019
1893,838162,315676,1,1444811877
1894,838162,538913,1,1444218783
1895,838162,315676,1,1444218764
1896,838162,315676,1,1444218735
1897,838162,923541,1,1444211412
1898,838162,923541,1,1444204512
1899,838162,923541,1,1444114225
1900,838162,923541,1,1444114183
1901,838162,923541,1,1444114159
1902,838162,923541,1,1444113995
1903,838162,923541,1,1443717241
1904,838162,315676,1,1443454898
1905,2716419,2007915,1,1446200426
1906,2716419,467962,1,1444500331
1907,2716419,2137985,1,1443164731
1908,2716419,2486892,1,1443164606
1909,2716419,1553997,1,1443164569
1910,946708,445166,1,1443817569
1911,946708,1241225,1,1443692840
1912,946708,1996004,1,1443500695
1913,946708,1113489,1,1442903298
1914,946708,1594751,1,1442903288
1915,946708,482310,1,1442599065
1916,946708,1720230,1,1442037363
1917,946708,576141,1,1442037342
1918,946708,328413,1,1442037301
1919,946708,2522692,1,1441954675
1920,946708,1192511,1,1441954643
1921,571925,784737,1,1443311939
1922,1174038,2073025,1,1445419544
1923,1174038,2073025,1,1445419534
1924,1174038,221351,1,1445419433
1925,1573402,927809,3,1445428385
1926,1573402,927809,1,1445428380
1927,1573402,2149361,1,1445428232
1928,1573402,2743303,3,1445428134
1929,1573402,2743303,1,1445428128
1930,1573402,85549,3,1445427605
1931,1573402,85549,1,1445427597
1932,1573402,586857,3,1445427321
1933,1573402,586857,1,1445427315
1934,1573402,1654407,3,1445426888
1935,1573402,1654407,2,1445426888
1936,1573402,1654407,1,1445426871
1937,1573402,840760,3,1445426792
1938,1573402,840760,2,1445426792
1939,2462127,645747,1,1446718581
1940,907804,2047542,1,1444858660
1941,1970717,2002097,1,1445888493
1942,1970717,2397541,1,1445065036
1943,1970717,2559122,1,1440527691
1944,350750,1302336,1,1446367145
1945,350750,1302336,1,1446366391
1946,350750,2296777,1,1446366297
1947,350750,2296777,1,1446366247
1948,2027952,1130495,1,1444723081
1949,21977,949723,1,1446289066
1950,2619940,1790746,1,1446439020
1951,2619940,2430209,1,1446438987
1952,2619940,2430209,1,1446438961
1953,2619940,1934683,1,1446438926
1954,1128997,69615,1,1440407780
1955,471590,1006032,1,1442287227
1956,2017831,1065465,1,1446582893
1957,2017831,295666,2,1445259194
1958,2017831,295666,3,1445259194
1959,2017831,295666,1,1445259148
1960,2017831,977056,1,1445258972
1961,2017831,751519,1,1445258673
1962,2017831,519268,3,1445258528
1963,2017831,519268,2,1445258528
1964,2017831,519268,1,1445258506
1965,2017831,262385,1,1445258306
1966,2017831,2241646,1,1445258240
1967,2017831,1608366,1,1445258115
1968,2017831,1380107,3,1445258077
1969,2017831,1380107,2,1445258077
1970,2017831,1380107,1,1445258058
1971,2017831,2018868,1,1444850842
1972,2017831,2641928,1,1444850761
1973,1841705,798747,1,1445697108
1974,1856042,1778225,1,1443684523
1975,397867,1896423,1,1446798689
1976,350764,2292605,1,1446553366
1977,350764,1299995,1,1446551773
1978,350764,2419179,1,1443431695
1979,350764,2419179,1,1443431682
1980,350764,1870306,1,1440656188
1981,1325615,1982466,1,1446710102
1982,1325615,1367313,1,1446187697
1983,1325615,1318546,1,1446138798
1984,1325615,1367313,3,1446137770
1985,1325615,1367313,1,1446137606
1986,1325615,1367313,3,1446137605
1987,1325615,1367313,1,1446137500
1988,1325615,1367313,3,1446137043
1989,1325615,1367313,1,1446136961
1990,1325615,2476293,1,1444079573
1991,1325615,664948,1,1442918756
1992,1325615,70482,1,1442918544
1993,1325615,2795800,3,1442916862
1994,625236,779190,1,1445418092
1995,625236,1190437,1,1445418055
1996,625236,1519543,1,1445417794
1997,1390574,989968,1,1446622405
1998,1390574,77504,1,1445106965
1999,1390574,1110011,1,1443597790
2000,1390574,1693502,1,1441043966
2001,1390574,79164,2,1440262467
2002,1390574,79164,3,1440262467
2003,1390574,79164,1,1440262323
2004,1390574,478208,2,1440262226
2005,1390574,478208,3,1440262226
2006,1390574,478208,1,1440262040
2007,1022516,1240745,1,1444717162
2008,1022516,215889,1,1444717108
2009,1022516,393065,1,1444716961
2010,1022516,2656083,1,1444716948
2011,1022516,1515708,1,1444716794
2012,1022516,1557966,1,1444716695
2013,1022516,1778645,1,1444716655
2014,1022516,2248000,1,1444716441
2015,2937400,2625144,1,1445372202
2016,2937400,1969158,1,1445372071
2017,2937400,201047,1,1443412748
2018,2937400,201047,1,1443412693
2019,2937400,1409028,1,1443412671
2020,2937400,1409028,1,1443377845
2021,2937400,1409028,1,1442953609
2022,2937400,2304407,1,1442953534
2023,2431545,2585701,1,1446186717
2024,2275903,2148842,1,1446714297
2025,265641,2332076,1,1444068195
2026,265641,67089,1,1443787094
2027,265641,1961930,1,1443787072
2028,265641,1343783,1,1443786965
2029,265641,1961930,1,1443786937
2030,265641,388977,1,1443786900
2031,265641,25506,1,1443786890
2032,265641,1961930,1,1443637208
2033,265641,1961930,1,1443637198
2034,265641,1835988,1,1443545423
2035,265641,1961930,1,1443381399
2036,265641,1665509,1,1443262866
2037,265641,1665509,1,1443262808
2038,265641,1665509,1,1443262777
2039,265641,1665509,2,1443262773
2040,265641,1665509,1,1443262641
2041,265641,2293971,1,1443262166
2042,265641,2293971,1,1443261985
2043,1327682,1970859,1,1442259246
2044,1327682,2025202,1,1442259230
2045,1327682,2013599,1,1442259228
2046,1327682,1819398,1,1442259226
2047,1327682,1819398,1,1442259223
2048,1327682,383344,1,1442259215
2049,1327682,1340444,1,1442259210
2050,1327682,2556082,1,1442259197
2051,1327682,1156803,1,1442259127
2052,754243,1838908,3,1446742798
2053,754243,1619669,1,1446741356
2054,754243,2712821,1,1446741328
2055,754243,2131409,1,1446741309
2056,754243,1838908,1,1446741143
2057,754243,1064876,1,1446740897
2058,754243,2542104,1,1446740786
2059,754243,1955065,1,1446740733
2060,754243,2223036,1,1446740420
2061,754243,670484,1,1446740409
2062,754243,483423,1,1445631203
2063,754243,2712821,1,1445631086
2064,754243,2791339,1,1443451566
2065,754243,1396968,1,1443451432
2066,754243,1717731,1,1443451422
2067,2730566,2362974,1,1446643636
2068,2730566,952276,1,1444563007
2069,2730566,763368,1,1442866801
2070,2353736,2430783,1,1443601777
2071,2353736,640192,1,1442389456
2072,2353736,2344428,1,1442389434
2073,2353736,43827,1,1442389388
2074,2353736,142140,1,1442389362
2075,2353736,1676387,1,1442389323
2076,2353736,405633,1,1442389259
2077,2353736,9713,1,1442389222
2078,2353736,900873,1,1442389131
2079,2353736,2274271,1,1442389116
2080,2353736,2110103,1,1442387223
2081,2353736,2387478,1,1442386811
2082,494348,2404674,1,1446809450
2083,494348,1084222,1,1441706178
2084,494348,1084222,1,1441349363
2085,293450,257529,1,1446734990
2086,1635767,2208670,1,1445950432
2087,2273868,2051160,1,1444206539
2088,2273868,1966531,1,1444204334
2089,2273868,1818555,1,1444204066
2090,2273868,1630881,1,1444203815
2091,2226766,1553783,1,1446994538
2092,2771535,2054845,1,1446738271
2093,1153619,752443,1,1440346904
2094,1153619,1021431,1,1440346876
2095,2409044,1655688,1,1444829858
2096,2409044,1419096,1,1444829683
2097,2409044,1387396,1,1444829536
2098,2409044,1577696,1,1444829136
2099,1346318,267404,1,1446482620
2100,1346318,2481684,3,1446482415
2101,1346318,2481684,1,1446482402
2102,1346318,1857927,1,1446482180
2103,1346318,2690342,1,1446481366
2104,1346318,718118,1,1445252898
2105,1346318,629136,3,1445080348
2106,1346318,629136,2,1445080348
2107,1346318,629136,1,1445080305
2108,1346318,2604681,1,1445080209
2109,1346318,1796023,1,1445080154
2110,1346318,2300021,3,1444908471
2111,1346318,2300021,1,1444908414
2112,1346318,1979317,1,1444571341
2113,1346318,1307236,3,1444136627
2114,2629916,2282988,1,1442138271
2115,229975,2017533,1,1446224355
2116,229975,2012661,1,1446224276
2117,229975,858815,1,1446224202
2118,2213988,506948,1,1446284426
2119,2213988,1838816,1,1446284415
2120,2213988,620865,1,1446284392
2121,2213988,1054844,1,1446282990
2122,2213988,2269251,1,1446282985
2123,2213988,2175889,1,1442741630
2124,2075226,129510,1,1443157494
2125,479837,1547407,1,1444847920
2126,479837,2803014,1,1444847896
2127,479837,795125,1,1443892535
2128,479837,843954,1,1443892493
2129,479837,765132,1,1443892432
2130,479837,2781164,1,1443892381
2131,479837,2097414,1,1443892363
2132,479837,84893,1,1442867534
2133,479837,84893,1,1442867479
2134,479837,586589,1,1442867413
2135,1456734,882543,1,1446791194
2136,1456734,2292817,1,1446715960
2137,1456734,1907046,1,1446639923
2138,1456734,2519836,1,1446572161
2139,1456734,841222,1,1446315944
2140,1456734,2368277,1,1446315796
2141,1456734,1624059,1,1446315755
2142,1456734,1245705,1,1446315694
2143,1456734,1245705,1,1446315597
2144,1456734,616188,1,1446221514
2145,1456734,335514,1,1445851837
2146,1456734,2075424,1,1445851653
2147,1456734,2168537,1,1445755079
2148,1456734,1383045,1,1444479691
2149,1456734,1383045,1,1444479677
2150,1456734,2248668,1,1443164790
2151,1456734,1040162,1,1442483767
2152,1456734,202451,1,1442483738
2153,1350239,192552,1,1446622584
2154,1350239,192552,1,1446105914
2155,1350239,2614229,3,1445526346
2156,1350239,2614229,1,1445526223
2157,1350239,1757153,1,1444204113
2158,1350239,2082169,1,1443608244
2159,1350239,98842,1,1443608183
2160,1350239,770059,1,1443608175
2161,1350239,486012,1,1443608157
2162,1350239,1624551,1,1443608085
2163,2122336,1919899,1,1443629180
2164,2122336,1594751,1,1443629164
2165,2122336,972508,1,1443629027
2166,2122336,1178518,1,1441210289
2167,2122336,1178518,1,1441210211
2168,2364001,94334,1,1445447172
2169,2364001,1168836,1,1445446650
2170,2364001,4016,1,1445446532
2171,2364001,2655021,1,1445446479
2172,2364001,766579,1,1445446179
2173,938594,39521,1,1445694748
2174,938594,394776,1,1445694735
2175,938594,2572217,1,1445694719
2176,938594,974379,1,1445694706
2177,938594,2282309,1,1445694692
2178,938594,1268127,3,1440853456
2179,938594,1268127,1,1440853451
2180,938594,1831556,1,1440786442
2181,1604196,2698057,1,1443774570
2182,1604196,2088560,1,1443774491
2183,1604196,2088560,1,1443774292
2184,1604196,2275702,1,1443774218
2185,1604196,1052790,1,1443774125
2186,1604196,85400,3,1443774049
2187,1604196,85400,2,1443774049
2188,1604196,85400,1,1443773999
2189,1604196,1378698,3,1443773978
2190,1604196,1378698,2,1443773978
2191,1604196,1378698,1,1443773969
2192,1604196,1378698,1,1443773932
2193,1604196,333133,1,1443773806
2194,1604196,1729595,1,1443773617
2195,1604196,2258594,3,1443773610
2196,590439,1097193,1,1443594772
2197,2663017,1456541,1,1445015523
2198,2663017,526882,1,1445015393
2199,1991274,1115069,1,1446450907
2200,1991274,2609562,1,1444077577
2201,1991274,1221866,1,1443603447
2202,1991274,2609562,1,1443603130
2203,1991274,35932,1,1443603106
2204,1991274,1777433,1,1443422942
2205,1991274,382626,1,1443422694
2206,1991274,1115069,1,1443422682
2207,1991274,1554324,1,1443422492
2208,1991274,1193275,1,1443422163
2209,1991274,2740738,1,1443422130
2210,1991274,1986474,1,1443422093
2211,1991274,2187851,1,1443422023
2212,1991274,368640,1,1443421949
2213,1991274,1950604,1,1443421753
2214,1991274,1255837,1,1442211920
2215,1991274,2557535,1,1442211754
2216,1991274,1666031,1,1442211608
2217,1991274,531290,1,1442211524
2218,1991274,1434088,1,1442211321
2219,1333869,892053,1,1446698461
2220,1333869,1319021,1,1446189656
2221,1333869,1780723,1,1446103975
2222,1333869,587796,1,1445934548
2223,1333869,2362789,3,1445590228
2224,1333869,2362789,1,1445588187
2225,2026600,1911656,1,1446218350
2226,2026600,1911656,1,1446183928
2227,2026600,1269512,1,1445877681
2228,2026600,2322808,1,1445877583
2229,1487474,2371975,1,1446640278
2230,1487474,319873,1,1446639947
2231,1487474,2107649,1,1446542060
2232,1487474,2107649,1,1446062250
2233,242451,1391461,1,1445761302
2234,242451,2627099,1,1445761262
2235,242451,2627099,1,1445761259
2236,242451,2531929,1,1445626448
2237,242451,1242691,1,1445626385
2238,242451,143718,1,1445625424
2239,242451,143718,1,1445625095
2240,242451,143718,2,1445625095
2241,242451,143718,1,1445624987
2242,242451,2380538,1,1445624961
2243,242451,2531929,1,1445624883
2244,2761332,2308859,1,1446569847
2245,358888,1895272,1,1446312746
2246,358888,1895272,1,1446228364
2247,358888,2571522,1,1446214245
2248,358888,1895272,3,1445712694
2249,358888,1895272,1,1445712681
2250,358888,1895272,3,1445710857
2251,358888,1895272,1,1445710848
2252,358888,1895272,3,1445710517
2253,358888,1895272,1,1445710512
2254,358888,1895272,3,1445710427
2255,358888,1895272,1,1445710423
2256,358888,1895272,3,1445705119
2257,358888,1895272,3,1445705058
2258,358888,1895272,1,1445705050
2259,358888,1895272,1,1445701977
2260,358888,1895272,3,1445693963
2261,358888,1895272,3,1445693960
2262,358888,1895272,3,1445693956
2263,358888,1895272,3,1445693944
2264,358888,1895272,1,1445693930
2265,358888,1117449,1,1443374987
2266,358888,1117449,3,1443374895
2267,358888,1117449,3,1443374876
2268,358888,1117449,2,1443374876
2269,358888,1117449,1,1443374756
2270,358888,1900372,1,1442151137
2271,358888,580730,1,1442065996
2272,358888,580730,1,1442058364
2273,358888,1003028,3,1441592644
2274,358888,1003028,1,1441592614
2275,358888,1442184,1,1441509424
2276,742014,2256663,1,1446549600
2277,742014,235020,1,1446465399
2278,742014,2174514,1,1446195410
2279,742014,2633391,1,1446047081
2280,742014,2684432,1,1444750986
2281,742014,1486419,1,1441317798
2282,398101,1728166,1,1446995346
2283,398101,120009,1,1446812015
2284,398101,2339810,1,1446811977
2285,1106562,1340579,1,1441618711
2286,1106562,303061,1,1441618693
2287,1106562,1371630,1,1441618667
2288,2325123,2580807,1,1444328111
2289,2325123,2230615,1,1442123623
2290,1623830,1031734,2,1445933972
2291,1623830,1031734,1,1445933906
2292,1623830,223236,1,1445933555
2293,1623830,223236,1,1445933516
2294,2824839,1561143,1,1446985621
2295,395913,45543,1,1441965064
2296,395913,2234730,1,1441964608
2297,395913,76435,1,1441964038
2298,395913,76435,1,1441964011
2299,907915,2131278,1,1446101894
2300,907915,79531,1,1445247140
2301,862861,2560057,1,1444312053
2302,862861,257154,1,1444306910
2303,862861,257154,1,1444303783
2304,862861,519268,1,1444225847
2305,862861,2193698,1,1444218779
2306,862861,650246,1,1444218484
2307,862861,1577114,1,1444217889
2308,862861,2193698,1,1444217868
2309,862861,2737472,1,1444217787
2310,2200206,972388,1,1446136648
2311,2200206,1599371,1,1446136622
2312,2091663,239491,1,1443009359
2313,1274513,2341289,1,1446825832
2314,1274513,2261030,1,1446825731
2315,1274513,2767993,1,1446811533
2316,1274513,2112706,1,1446810665
2317,1274513,2767993,1,1446729548
2318,1274513,2678064,1,1446729533
2319,2110098,1056667,1,1445862622
2320,2728188,1663349,1,1445791702
2321,2728188,1981307,1,1444499101
2322,2728188,1190986,1,1444341880
2323,2728188,2412764,1,1443165062
2324,2728188,1743045,1,1442895489
2325,2728188,647772,3,1442814008
2326,2728188,647772,1,1442813993
2327,2728188,647772,3,1442811882
2328,2728188,647772,2,1442811882
2329,2728188,647772,1,1442811878
2330,2728188,647772,3,1442811874
2331,2728188,647772,1,1442811871
2332,2728188,647772,1,1442811546
2333,2728188,370738,1,1442311841
2334,2093718,388368,1,1446649905
2335,2093718,388368,1,1446226460
2336,2093718,388368,1,1446184577
2337,2093718,2197213,1,1445101520
2338,463300,2283042,1,1446787280
2339,463300,1622623,1,1446528250
2340,463300,2283042,1,1446528107
2341,463300,2038875,1,1443583504
2342,463300,128177,1,1441708218
2343,924314,2734492,1,1446793656
2344,1807004,1162250,1,1445319588
2345,1807004,365608,1,1445319502
2346,1807004,1133414,1,1445319395
2347,1807004,830073,1,1445319198
2348,1807004,830073,1,1445319149
2349,1807004,1244196,1,1445319077
2350,455325,964787,1,1445939104
2351,455325,1082496,1,1445526692
2352,455325,1843411,1,1445526648
2353,455325,228623,1,1445526617
2354,455325,1117449,1,1444821498
2355,783006,60344,1,1442832949
2356,1151647,2362308,1,1446022692
2357,1151647,221890,1,1446022541
2358,1151647,2226573,1,1445521403
2359,1157792,2043929,1,1446480375
2360,1157792,194700,1,1445423558
2361,1157792,1039322,1,1443430910
2362,1157792,1228398,1,1441793913
2363,2861297,2132112,1,1444532644
2364,2861297,1796993,1,1444532548
2365,2861297,1118970,1,1444532489
2366,2861297,2790301,1,1444531666
2367,2861297,1709943,1,1444531543
2368,2861297,1157212,1,1444531116
2369,2861297,1499162,1,1444485330
2370,2861297,1833199,1,1444485304
2371,2861297,1499162,1,1444485191
2372,2861297,1057717,1,1444485077
2373,2884259,915151,1,1446792720
2374,834213,673299,1,1446491507
2375,1624743,1854085,1,1446899935
2376,1624743,1854085,1,1446899887
2377,1624743,1854085,1,1446720603
2378,1624743,1854085,1,1446554239
2379,1624743,1854085,3,1446553891
2380,1624743,1854085,1,1446553439
2381,2620072,2814645,1,1446242883
2382,2620072,90135,1,1445950658
2383,2620072,668899,1,1444640140
2384,2620072,598286,1,1443763821
2385,2620072,1110681,2,1443696987
2386,2620072,1110681,3,1443696987
2387,2620072,1110681,1,1443696944
2388,2620072,1573321,2,1443696842
2389,2620072,1573321,3,1443696842
2390,2620072,1573321,1,1443696813
2391,295708,2547597,1,1446557558
2392,162474,2109684,1,1445195900
2393,2615979,214637,1,1445684432
2394,2615979,190337,1,1444765085
2395,2615979,1283012,1,1440574854
2396,217776,224560,1,1446787183
2397,217776,739280,1,1446786957
2398,2429621,1430325,1,1446811009
2399,2429621,695708,1,1446804095
2400,2429621,1971458,1,1446735596
2401,2429621,2789337,1,1446623091
2402,2429621,964435,1,1446206231
2403,2429621,1430325,1,1445859386
2404,2429621,2235265,1,1445504523
2405,2429621,1430325,1,1445241140
2406,2429621,2529364,1,1444389917
2407,2429621,748663,1,1444117674
2408,2429621,886537,1,1444030401
2409,2429621,920520,1,1443764069
2410,2429621,2417698,1,1443623859
2411,2429621,2417698,1,1443596938
2412,2429621,2417698,1,1443596796
2413,574134,116963,3,1446856802
2414,574134,116963,3,1446856785
2415,574134,116963,1,1446856780
2416,574134,116963,3,1446856770
2417,574134,116963,1,1446856729
2418,574134,2520574,1,1446793438
2419,574134,1880938,1,1446730043
2420,574134,1447067,1,1446729961
2421,254648,2139131,1,1446022899
2422,254648,519744,1,1446022811
2423,254648,1222951,1,1446022725
2424,254648,473807,1,1446022662
2425,254648,422836,1,1445699287
2426,254648,827566,1,1445690057
2427,254648,2585954,1,1445176539
2428,254648,2294530,1,1445176517
2429,254648,1881191,1,1444562976
2430,254648,3450,1,1444562941
2431,254648,156114,1,1444235762
2432,254648,1298761,2,1444235699
2433,254648,1298761,1,1444235664
2434,254648,2192211,1,1444068625
2435,254648,2436810,1,1443977778
2436,254648,365373,1,1443853119
2437,254648,2180565,1,1443718176
2438,254648,705214,1,1443596800
2439,254648,770613,2,1443596782
2440,254648,770613,1,1443596748
2441,254648,770613,1,1443596733
2442,254648,1656218,1,1443596630
2443,254648,2430783,1,1443596581
2444,254648,2516799,1,1443427319
2445,254648,803941,1,1443427233
2446,254648,2339332,1,1443160868
2447,254648,583645,1,1443095565
2448,254648,873658,1,1442944407
2449,254648,1424622,1,1442944213
2450,254648,1604554,1,1442943934
2451,254648,1604554,1,1442943856
2452,254648,2776420,1,1442943824
2453,254648,2314215,1,1442943796
2454,254648,2314215,1,1442943751
2455,254648,412368,1,1442925720
2456,254648,132801,1,1442895281
2457,254648,1325757,1,1442846305
2458,254648,883501,1,1442846245
2459,254648,1019646,1,1442846179
2460,254648,1019646,1,1442846173
2461,254648,1019646,1,1442846165
2462,254648,460891,1,1442846116
2463,254648,498370,1,1442846027
2464,1166011,2442750,1,1446019804
2465,1166011,2232458,1,1443170856
2466,1166011,1969384,1,1443170813
2467,1166011,1561682,1,1443170768
2468,1166011,611103,1,1443170631
2469,822730,2259069,1,1446986874
2470,822730,434246,1,1446986766
2471,822730,734248,1,1446986605
2472,822730,1425706,1,1446986518
2473,1915582,1896142,1,1446486477
2474,797375,1137711,1,1445521810
2475,2132672,1714855,3,1445852769
2476,2132672,1714855,1,1445852649
2477,2132672,952900,1,1445852315
2478,2132672,952900,1,1445333224
2479,2132672,2105603,3,1445331149
2480,2132672,2105603,1,1445331086
2481,2132672,1521211,1,1445330736
2482,2132672,216626,3,1445329772
2483,2132672,216626,1,1445329697
2484,2132672,277402,3,1445328282
2485,2132672,277402,1,1445328218
2486,2132672,2667690,3,1445235281
2487,2132672,2667690,1,1445235246
2488,2132672,2667690,3,1444985383
2489,469697,761375,1,1446938703
2490,469697,2577484,1,1446938672
2491,469697,1285047,1,1446938646
2492,469697,2161079,1,1446938610
2493,469697,1783834,1,1446938592
2494,469697,1553467,1,1446938571
2495,469697,623673,1,1446938559
2496,469697,1783834,1,1446938528
2497,469697,623673,1,1446938496
2498,469697,2426142,1,1446938313
2499,469697,1257554,1,1446938286
2500,469697,168889,1,1446938267
2501,469697,743123,1,1445784222
2502,469697,1436236,1,1445784208
2503,469697,1843411,1,1445784205
2504,469697,675502,1,1445784190
2505,469697,2616539,1,1445539293
2506,469697,520684,1,1445539265
2507,469697,1320594,1,1445539221
2508,469697,2320688,1,1445539044
2509,469697,1101599,1,1445538922
2510,469697,1125950,1,1445538863
2511,469697,1557292,1,1445538838
2512,469697,765275,1,1445538782
2513,469697,362155,1,1445538747
2514,469697,1549559,1,1445538642
2515,469697,564231,1,1445538622
2516,469697,765822,1,1445538527
2517,469697,14501,1,1445538475
2518,1379011,2053679,1,1446551604
2519,1379011,2294915,1,1446471475
2520,1379011,333039,1,1446471224
2521,1379011,2520004,1,1446471216
2522,1379011,2520004,1,1446471176
2523,1379011,312863,1,1446467347
2524,1379011,1570959,1,1446142013
2525,1379011,631686,1,1446141896
2526,1379011,1570153,1,1446141795
2527,1379011,2053679,1,1446141637
2528,1379011,1117173,1,1446141532
2529,1379011,2577829,1,1446141139
2530,1379011,747259,1,1446140979
2531,2155791,1491644,1,1445933886
2532,2155791,2235265,1,1445422669
2533,2155791,1216610,1,1445258481
2534,2155791,1117449,1,1444810604
2535,2155791,2618299,1,1444727597
2536,2155791,291669,1,1444643544
2537,2155791,2628104,1,1444209713
2538,2155791,2072471,1,1444208189
2539,2155791,156880,1,1444208074
2540,2155791,347905,1,1444141669
2541,2155791,2598091,1,1443598193
2542,2155791,939656,1,1443440128
2543,2155791,2051866,1,1443433811
2544,2155791,2051866,1,1443433750
2545,2155791,605947,1,1443424999
2546,2155791,605947,1,1443419062
2547,2155791,1601514,1,1442816337
2548,2155791,944653,1,1442052028
2549,2155791,2621829,1,1441951654
2550,2155791,2087027,3,1441951270
2551,2155791,2087027,1,1441951249
2552,2155791,2635410,1,1441800486
2553,2155791,2087027,3,1441700073
2554,2155791,2087027,1,1441700051
2555,2155791,487677,1,1441362917
2556,2550469,2365796,1,1444642481
2557,2550469,1901398,1,1444642431
2558,2550469,292098,1,1444048220
2559,2550469,1671165,1,1444048078
2560,2550469,635791,1,1444048025
2561,2550469,2226302,1,1443522646
2562,2550469,2400718,1,1443181212
2563,2550469,292098,1,1443181107
2564,2550469,535764,1,1441442902
2565,554113,2819170,1,1441617057
2566,554113,996150,1,1441617036
2567,554113,1257913,1,1441188274
2568,554113,2496825,1,1441188252
2569,2806474,2713114,1,1447004012
2570,2806474,1326105,1,1446927130
2571,2806474,2461018,1,1446658262
2572,2806474,146909,1,1446658100
2573,2806474,2030518,1,1446657861
2574,2806474,343732,1,1446656987
2575,2806474,1479026,1,1445718263
2576,2806474,1014934,1,1445718096
2577,2806474,1677442,1,1445717828
2578,2806474,2197106,1,1445717517
2579,2806474,2800866,1,1445717435
2580,2806474,2362389,1,1445716740
2581,2806474,1162004,1,1445716696
2582,2806474,378601,1,1445716459
2583,2806474,154753,1,1445535124
2584,2806474,2449021,1,1445534869
2585,1824887,2525108,1,1446159857
2586,1824887,2525108,1,1446159791
2587,1824887,2712963,1,1446159723
2588,1824887,2712963,1,1446159709
2589,1824887,2712963,1,1446159693
2590,1824887,1420694,1,1446159625
