user_id,recommended_items
352356,1093943 874019 1657297 1040146 1461435
352462,1567110 452334 2287483 1764860 2475133
353051,1928254 723096 2239159 665194 1566657
353098,2546303 1689895 1304222 2076787 138656
353561,1585675 1226034 2268621 1728166 764484
353700,1630527 2503266 866797 1242688 1461517
353971,675502 939717 1864723 1737444 1161338
354041,1244196 1069281 1047625 2796479 784737
354090,1398579 1053542 356866 2053518 2472883
354151,1589201 1830612 779229 69743 1473048
354258,300137 336191 2272908 1010502 1526201
354327,374792 1530036 742815 1706360 2423904
354680,1569910 2577886 349348 1429606 2064815
355733,978322 1817212 2422473 1581208 81952
356212,2096789 2259324 309789 1326714 805592
356528,1244196 1069281 1047625 2796479 784737
357356,2057312 794365 2148301 2466849 604278
357669,2494131 933760 1289406 273279 807765
357683,415716 1000645 1354895 973737 561248
357815,2778525 1244196 1386412 657183 2791339
358534,1652172 424421 32502 583288 1264258
359570,1575243 1786757 2746483 228623 964787
359602,1988490 2680669 576605 906209 2280653
359668,130565 1888821 851374 1020875 1971924
359804,291462 333366 1926006 2305111 695332
360374,2778525 1244196 1386412 657183 2791339
360379,939066 913857 171788 283723 301917
360777,47583 2024094 134458 2506235 2648928
360858,657183 1386412 343377 1984327 1194598
360883,1928209 2048794 2072842 2516920 2615702
360961,1416451 2131409 609071 528295 699315
362196,2778525 1244196 1386412 657183 2791339
362363,827754 385584 1014523 750033 1065270
362469,468120 1809836 2146033 2459081 1679143
362675,657183 1386412 1984327 343377 2002097
363015,1185141 2613676 47875 187248 223090
363309,2124560 2171176 2359880 1519181 307027
363717,784340 1608366 850265 964435 557005
363836,1451951 2267800 38681 355303 705761
364691,2336274 2157670 121365 2671218 1840430
365011,2778525 1244196 1386412 657183 2791339
365212,2778525 1244196 1386412 657183 2791339
365523,1173526 1812156 1998881 2300134 261467
365765,2642920 965300 1797670 1349053 2194228
367414,919163 2279599 2488006 2671295 2430982
367455,2778525 1244196 1386412 657183 2791339
368595,1665346 2577004 1682925 2701174 99814
368866,408739 2691876 460277 1102260 1072428
369323,1770351 143432 1440521 843375 997413
369388,2588369 1456702 1372937 1727762 2929
369416,1619659 317172 1656449 2501356 1432568
369649,1203065 2253228 1121920 1647075 988691
370123,1247833 2279316 307565 1472343 599226
370379,666889 80176 512713 2117356 1729871
370588,1734442 1884669 13494 1310556 1791524
371691,1821794 2028139 1746915 1696739 2721882
371867,33182 207506 640626 1292726 1375022
372185,2752168 1904911 2411858 2177654 991634
373576,1318680 2593611 808083 2591944 516281
374399,2376862 2086265 2708475 1585254 2726400
374449,2484504 799577 1089721 1600539 1109959
374495,1328208 1562494 1159573 2233815 1023434
374615,2106311 1553484 1724905 2182785 2625169
374710,266412 1244196 657183 1162250 2603642
374755,137542 508438 730103 1126358 1132424
375029,2778525 1244196 1386412 657183 2791339
375288,2171176 2235885 1608544 2124560 527162
375306,1988160 2014172 248636 2687682 931519
375608,533554 400263 1791015 2342824 535530
375901,288872 829733 1322738 1386713 1454544
375919,1864896 1181698 1773137 2015911 2523146
376175,350427 273524 1258922 1429985 703873
376178,2604181 198764 1446382 1951497 1049603
376424,2638669 2613923 2523430 2425978 40490
377134,120736 597436 2325447 2574496 1663416
377996,2716452 551018 1856935 1832153 1202796
378224,2778525 1244196 1386412 657183 2791339
378257,2053679 837203 838333 970383 1670427
379874,1042292 182235 402947 2159368 1219167
380204,2369856 1814365 1884665 1057837 1982972
380266,2222699 1641398 1454707 1465313 26250
381388,2657497 2477069 2257514 1641398 1213969
381862,628817 2736798 1898571 211458 1413438
381864,1149944 1061228 2034507 1368663 20332
381904,85893 146364 1613025 1841182 2189310
382843,2382795 1840430 1024000 1329008 657183
383556,657183 1443706 1069281 2031981 1386412
383628,2347945 1982706 610683 2054497 314338
383719,1362357 1270857 2334188 2553330 2794883
384102,2778525 1244196 1386412 657183 2791339
384592,1335682 1897456 2360931 876782 66855
384742,123967 387155 180261 275800 344413
384810,2257516 1376065 665666 215982 2825431
384870,1751372 574342 1634068 2105524 2672137
385900,2778525 1244196 1386412 657183 2791339
385951,2423893 714060 2564347 512253 376507
386121,2778525 1244196 1386412 657183 2791339
386183,1369814 1501048 2282915 1200016 1034082
386273,2391945 2317055 1447547 604795 2255841
387369,18703 2005093 2158638 2299142 2611177
387468,2778525 1244196 1386412 657183 2791339
387523,569569 1171945 475933 1397115 1840108
387867,1240865 532475 803241 851820 1695863
387966,1244196 2778525 2031981 1443706 657183
387999,2741243 2001101 533928 1794461 1065390
388704,2015500 2699781 2623483 1397475 810121
388705,1438082 931519 258349 1242261 1497590
388740,597911 13116 1119853 71655 196146
389306,852251 341870 568268 2430632 403856
389613,1434856 1575694 2176073 2494931 2710184
389757,105999 859993 1164312 713309 1010502
389776,450489 1266023 1429221 1978958 2571911
389851,260984 669126 1902604 1997182 2484850
390355,1244196 1069281 1047625 2796479 784737
390705,2387968 1479777 2799278 2558331 1447838
390747,2170610 566673 766847 787043 2085837
390753,1848237 1348628 96403 674262 1269186
391092,802145 404631 1212126 1744440 1367150
391398,522655 976268 1787552 1827303 1836677
391678,1244196 1069281 1047625 2796479 784737
391820,744773 2765179 511494 2341836 456323
391952,1053542 823512 1450886 2149399 1244196
392137,562726 2600575 2792232 1426791 2738978
392248,2076787 665666 81964 1007375 2595466
394093,1892712 2403280 467092 1618608 1246890
394177,1244196 1053542 784737 1386412 657183
394673,1593289 35917 902946 2237072 71091
394712,969821 2157347 231115 851554 1384910
394757,1430834 2138292 2465580 2789086 1914668
395593,1244787 1538496 2413494 1325341 2002097
395610,2580281 1018089 343292 2087076 1321367
395748,1885639 286824 2231534 1813364 659906
396312,2778525 1244196 1386412 657183 2791339
396430,157215 997536 632205 254917 997263
396942,2093466 2182484 1874092 1164968 612155
397372,1244196 215982 727779 291669 2086041
398117,2778525 1244196 1386412 657183 2791339
398135,2481526 1031373 901104 1151907 1111466
398450,823424 1807399 158526 1389288 2195499
398804,663896 2295534 511859 2127650 64793
399520,2672526 770613 1330328 2705759 2218230
399940,2778525 1244196 1386412 657183 2791339
400156,1137711 2369856 1884665 2296112 2240649
400283,1626201 2445350 926632 2182484 612155
400524,452093 614179 638652 655256 880517
400755,2426593 2423973 2781618 2276136 2556810
400982,1053542 823512 1244196 2310939 1241609
401140,1281736 356161 1652172 194778 1967011
401368,823512 1053542 1241609 1883184 2660436
401405,1278190 2492063 1332465 1314105 2412878
401449,657183 2222122 2791339 343377 1333500
402161,1388972 1033919 1169139 1398346 1526042
402642,398342 1220380 1713404 1150284 2388635
403365,1447302 468250 1998407 1235484 1732344
403467,2778525 1244196 1386412 657183 2791339
403616,2778525 1244196 1386412 657183 2791339
404205,2080268 1227876 682069 796124 1966333
404507,2496877 1349908 1517658 2559475 2205047
404746,1560069 2601721 215112 1391585 517709
404956,1291835 297006 905089 1130555 1309101
405505,1776696 160177 1151390 1407200 254169
405853,260125 560881 1323099 1372202 1427718
406150,1984633 2474138 2623486 55480 447525
406448,1506681 1769599 941986 2374991 810776
406606,2778525 1244196 1386412 657183 2791339
406902,784907 814894 1734499 1748876 1906547
407059,633601 1372937 2599425 1564530 954037
407702,2778525 1244196 1386412 657183 2791339
407865,2469429 2123063 2228821 122042 780491
407998,1935802 272883 2533786 1472220 117727
408069,2616493 1403369 2002979 2147497 1393086
408473,1069281 657183 1443706 2313894 784737
408491,2672526 770613 345173 2467156 2552884
408738,2024094 134458 592140 1488958 1212859
408816,164623 2625619 2625273 77356 1074013
409521,2105624 490987 1626770 2047332 754019
409801,2778525 1244196 1386412 657183 2791339
410019,1074013 1888822 1269484 2751248 193265
410839,1228633 1546639 1618031 1241389 1324368
411683,751506 1357769 1394092 1546430 1634607
412316,101005 1079838 14996 2490294 2325510
412545,1661226 674588 956110 186124 592559
412599,2778525 1244196 1386412 657183 2791339
412794,47583 2498897 984114 711679 134458
412994,2446414 870363 2417707 2500326 2122050
413044,859242 1439804 299061 1770853 1730037
413319,466934 266412 657183 2037855 343377
413967,2778525 1244196 1386412 657183 2791339
414192,2324189 2073499 562914 612155 143830
414278,100803 1588543 1549559 2559990 1861596
414946,2778525 1244196 1386412 657183 2791339
415108,2778525 1244196 1386412 657183 2791339
415329,723096 2348229 967007 665194 1056502
415354,44627 237476 361485 363932 1020964
415684,1294471 20591 561360 885400 707413
415782,784737 1787372 2304289 1386412 657183
415887,823512 1947571 2778525 2824297 1038209
416382,638712 2049946 2521154 1422357 1499162
416709,2778525 1244196 1386412 657183 2791339
416812,398611 1053050 1094501 1145197 154557
416978,1751714 649120 2222005 1190662 1526974
417152,1669777 28038 639982 1036863 2113544
417634,1771607 1925386 169068 437920 727382
417942,1244196 266412 657183 2625619 139004
419072,192144 2452398 2481837 2611497 335380
419438,1731605 810028 2087171 88495 388042
419594,88200 2450180 886884 679226 1216431
419655,1155556 310141 50457 1140869 876978
419971,1165564 1274752 2418025 74078 725181
420070,437971 2316511 2528004 43566 64045
420103,2778525 1244196 1386412 657183 2791339
420281,2774804 980935 749846 1119926 1200407
420319,2778525 1244196 1386412 657183 2791339
420431,2002097 1386412 499178 2593483 1390003
420646,636889 2789271 1983757 2212434 1593289
420793,2086053 1953745 2076321 266817 2787334
420917,2488882 2186774 668899 2778525 1244196
421161,1671569 518862 600612 1234703 1318901
421238,2158063 1274752 1455447 1953846 437920
421336,732380 289131 2102868 1198429 1887309
421622,2310379 479851 1040073 1800909 2204352
421726,538895 316478 2224561 46216 2606923
421810,933305 528682 145120 2029840 243343
422059,2400469 1050778 2108165 1124220 373383
422452,2541635 290351 694259 1185019 1938437
422514,129490 212518 305915 497948 696503
422554,676036 439666 2383793 827388 846474
422634,380434 769283 1552266 2034149 39150
423274,1247117 1576126 1641047 1362702 1609415
423587,265522 2139131 523776 1132640 1379871
423589,994671 2251030 1358880 528854 363849
423663,2329638 2315271 2118847 81551 1093941
424323,47583 1595372 278589 657183 1244196
424441,2778525 1244196 1386412 657183 2791339
424748,1689337 1182566 87443 2377776 1457839
425103,2778525 1244196 1386412 657183 2791339
425244,1386412 657183 536047 343377 1162250
425572,1200016 1724333 91075 806348 906817
425760,1012799 1680153 21529 69688 541633
425765,2778525 1244196 1386412 657183 2791339
425847,2778525 1244196 1386412 657183 2791339
425880,673145 1007354 1868725 2049803 2438779
426693,415358 254169 1461999 2770160 22365
426823,1133236 2360755 1037469 1437962 1634127
427127,116837 2438559 1235144 191357 675547
427362,616945 1209312 2609522 25015 69652
427394,964787 1843411 1285047 2178500 2590469
428525,2448401 1383022 1139096 2436920 1902524
428976,657183 536047 1162250 343377 1092821
429034,902010 1805288 523776 1132640 1379871
429215,657183 1386412 343377 1984327 1092821
429268,778212 1416868 2571643 200096 1020267
429498,2310379 2548274 479851 1040073 1223605
430001,1066450 1331898 2198442 1565428 472594
430760,323881 2717625 597331 721340 897197
430972,1560025 2705759 1107339 2595020 2205815
431398,2581013 722673 868157 2289302 1745139
431458,2778525 1244196 1386412 657183 2791339
431870,468120 1244196 1679143 1047625 1953846
432255,977979 760311 2086041 303593 2760857
432851,1893860 2735681 2356289 2717048 167754
433466,2158294 1282347 1938881 839886 1913692
433501,2590469 2178500 422275 561642 970170
433523,192785 2557680 1466906 2798665 245823
433852,413203 1217353 1252616 885088 2688591
434045,738110 1244196 1165605 343377 1162250
434277,1057206 2498458 1782499 1770012 186124
434933,2450099 549848 1238994 46364 84276
435123,1472220 479454 707733 1176158 2199095
435249,2194934 1834588 1478712 855088 1308433
435873,2778525 1244196 1386412 657183 2791339
436059,2778525 1244196 1386412 657183 2791339
436211,454452 1822946 132377 614187 192692
436376,1256381 143830 2073499 128039 617858
437400,242615 2828231 497989 984090 23645
437610,2778525 1244196 1386412 657183 2791339
437899,465648 1226672 2575213 54944 942854
437946,760056 2750191 1317915 1424217 981065
438648,164623 2625619 2625273 77356 1074013
439131,235930 1874979 386356 938354 1594543
439221,472040 723096 1860941 665194 2039826
439758,2778525 1244196 1386412 657183 2791339
440247,1668572 2158490 557698 2716938 1773768
441371,2778525 1244196 1386412 657183 2791339
441851,333314 726787 2796486 1531941 1132146
441860,2422473 634598 2132251 806844 101005
442110,466800 1426185 1607574 1719451 1962219
442799,1953745 1180820 1420602 2327746 2698282
442882,2778525 1244196 1386412 657183 2791339
442999,1180820 1420602 2327746 2698282 2704018
443180,1991181 2001101 2331715 846502 2741243
443508,333366 1926006 2305111 1466890 30025
443645,2778525 1244196 1386412 657183 2791339
443860,2582558 2047663 73218 1138894 999536
444521,1092821 2198329 536047 1386412 1119495
444568,1550662 1762016 1895865 2280488 1820087
444827,2058690 2088166 1606360 2699781 533554
445133,2218832 2826124 454179 2150669 1902524
445148,1264190 1504118 473889 1548531 572067
445161,1519181 2719016 1140869 2778525 300245
445782,1069281 2313894 657183 1443706 1953846
446521,437920 1244196 468120 1069281 1679143
446608,274213 2114633 364568 410028 447000
446858,1984748 1022976 121727 245823 1466334
447053,1140869 2778525 278589 1244196 1947468
447073,2794756 2558607 594574 2208035 300450
447084,1239161 2218464 82152 151632 626195
448127,2166540 2235265 2751827 2714934 1304222
448243,98545 30663 900399 1141603 1732979
448571,2137077 343638 462127 1550182 2805045
449760,892024 161269 1340963 1153035 603210
450306,1835742 1376058 12250 1860448 2505933
450508,1244196 1904269 1069281 657183 2313894
450769,2477757 2482759 525107 479454 84272
451025,1204918 2208042 2759324 1791285 409005
451458,1371807 574342 2190917 949304 2458668
451545,806827 86697 156946 1493884 2146164
451603,2094950 1003954 147792 1175253 511492
452358,2778525 1244196 1386412 657183 2791339
452551,1162250 784737 2791339 2002097 536047
452813,2778525 1244196 1386412 657183 2791339
453278,1492333 2566460 2661013 838668 1357325
453553,606006 1674439 1281879 904965 771128
453774,720941 1001431 1068553 1585675 735851
454866,1216431 1078977 2663882 2625962 702963
454958,1475572 152482 407086 2360545 1229563
455092,1025299 2002097 2822479 2778525 2157222
455295,2228095 2049946 1610932 1344375 1659407
455330,1053542 823512 1244196 2310939 1241609
455654,300053 1519543 970015 53562 866411
455713,2778525 1244196 1386412 657183 2791339
455924,1092821 1386412 1244787 1119495 2198329
456563,201304 1149796 1990286 755468 1362646
456598,552320 168558 1888821 586261 436974
456605,2778525 1244196 1386412 657183 2791339
456686,2515973 2101723 2029895 317687 621322
456803,657183 1386412 784737 1244196 1162250
456877,852794 5434 2388473 2020771 1616365
456906,2829657 632945 2750844 2472254 2248218
456954,2040624 2671516 2662280 310616 510196
457437,2712481 1519543 1317915 1443706 2031981
457730,2127346 29580 650699 1801270 2124182
458068,1028918 378726 1536621 2546751 2681769
458104,2107221 2456002 2215495 2557095 1682843
458428,1047625 1679143 1244196 468120 1953846
458938,1206868 1311842 83197 763341 1236602
459427,2101845 1647000 2317258 134432 2561597
459633,2425857 1796526 2298364 1420527 2608498
459689,657183 1244196 1386412 1162250 343377
459959,448605 2393265 2301803 129847 2736151
460050,914866 230884 81952 1274752 1233396
460454,2183352 407802 419233 426566 676583
461250,149181 2106707 79241 1147143 1416868
461341,485625 932464 1072031 784737 1386412
461763,339051 403917 516643 656777 874684
461925,161269 1194436 1659407 1420628 313851
462184,2778525 1244196 1386412 657183 2791339
462370,900019 2586131 2009453 636218 421376
462758,1053542 1928254 657183 1386412 1165605
462897,79775 182233 2310939 982359 1038209
463103,738110 1328208 1562494 1023434 1159573
463438,2822465 1274336 1824447 698357 1219386
464475,882543 892333 2182715 2086041 1835742
464598,2778525 1244196 1386412 657183 2791339
465434,760056 1619659 1424217 1191532 1501510
465544,266412 650831 1162250 1443706 784737
465739,712534 976268 1278490 1787552 1827303
466237,1835742 2774733 215982 2086041 1552411
466701,1320638 1014151 1217083 1407258 2329495
466946,1162250 343377 784737 1386412 1244196
467204,2778525 1244196 1386412 657183 2791339
467986,2066792 621700 826405 2596043 2680144
468454,2794756 1357465 2044826 594574 2208035
468793,2778525 1244196 1386412 657183 2791339
468935,2716169 660035 1874092 2159515 72312
468986,535530 691437 779190 245634 1420527
469249,1988160 612155 1025299 1411003 2054114
469314,1527539 2127850 1669749 1090792 2705558
469401,668146 2614865 1679143 2393265 579292
469697,228623 964787 1485154 2284706 2200859
470060,379493 2718892 1160495 1508978 1174946
470096,2778525 1244196 1386412 657183 2791339
470303,2778525 1244196 1386412 657183 2791339
470377,2701248 1656449 1027027 2750191 1317915
470999,2164654 1876143 952102 2770622 2374912
471037,2778525 1244196 1386412 657183 2791339
471147,604205 500654 751244 593480 2625619
471433,505157 2498893 295970 768366 2707350
471546,163415 2611801 1517991 2180916 1958329
471676,2778525 1244196 1386412 657183 2791339
472468,2391945 2255841 2312162 920520 604795
472833,784737 1386412 2002097 830073 1162250
473404,1274654 2741322 2010975 2573562 682069
473616,343377 1162250 1386412 784737 1244196
473814,1244196 2031981 1443706 569889 1162250
474202,23338 80798 330836 1179871 1510614
475232,2290678 2116714 966979 2282684 1271958
475544,952102 1033588 2401129 2735928 2660951
475848,1946983 81104 1608845 189364 2723547
475899,967007 2239159 665194 2371498 2024094
476178,1573395 78655 2247652 641945 739674
476239,1386412 2603642 1636910 220499 615688
476416,390926 527751 2689185 2353766 2274555
476781,823512 2778525 1156803 1053542 2310939
476963,63262 341401 1271595 1818842 30733
477065,2778525 1244196 1386412 657183 2791339
477151,1315801 1967426 1355739 2778525 1244196
477342,2778525 1244196 1386412 657183 2791339
477729,2251758 1878292 172858 1889205 1492759
477786,1774040 2214218 404631 1912509 782207
478083,189171 2489168 559359 313604 131529
478527,2600575 2194493 562726 1107252 2828372
478979,1357391 2711209 483956 1466890 2777098
479186,2750191 2807844 1472716 1349927 1385288
479246,440050 704184 1952169 2426227 473851
480037,293564 570039 889779 1556262 1932057
480060,317172 1922189 1290875 1619659 1223649
480118,718843 1815898 373438 1621675 2335662
480780,317172 510903 1589286 353713 1655598
480982,1049570 1454588 157221 306752 566861
481263,1530036 1983797 331583 2120538 392426
481569,766060 1751617 741040 2760975 1759895
482462,2151517 1752822 369497 476469 2101279
482954,976268 1787552 1827303 1836677 2096239
484793,1982016 1506186 2093466 612155 983709
484911,730728 2482916 77438 143377 376138
485527,507069 241272 1418028 340299 390926
486385,2090836 221336 80097 1440411 537701
486417,2507646 576180 1382071 484624 2194934
486601,1029640 1702541 2230405 657183 1386412
487499,240873 326880 934577 212272 413203
487756,1982016 130558 217142 1529535 2155146
487881,962679 1361956 1746915 2121581 1219386
488095,2117401 1090310 1887468 1988490 901685
488234,743650 527162 948898 1064961 195950
488594,166946 2215624 910204 1165470 198352
488681,2778525 1244196 1386412 657183 2791339
489233,2596643 784737 1102260 536047 612922
489301,723096 472040 967007 943964 492273
489624,1608366 228623 1843411 648874 977056
489699,188410 115370 5042 1097379 2316514
489943,1640213 2099805 90141 740697 1079589
490002,1198532 324714 899350 923181 935170
490157,1497519 1580568 425507 1094882 409005
490254,2211461 319473 488367 531811 644307
490345,1317818 1078977 2148834 1216431 2415538
490601,57007 1819641 351911 1103237 1183360
490740,2194493 2686638 1052097 2364874 606786
490975,723096 665194 967007 2348229 2631568
490977,184542 1249136 274608 2772224 685185
491211,2778525 1244196 1386412 657183 2791339
491429,724464 1357391 2711209 1534517 566734
491623,1919327 771175 583517 619791 1286664
492223,657183 1069281 266412 2313894 1443706
493745,662225 2236793 1046726 1229808 1375420
494012,2778525 1244196 1386412 657183 2791339
494059,2044977 2157683 246750 283598 775958
494701,133708 394344 2809 1306178 256753
494920,293354 659906 2506629 2688641 1962549
495244,2778525 1244196 1386412 657183 2791339
495553,2766428 128605 1702541 907232 1465313
495655,2241464 1636910 2402742 991452 214968
495732,2778525 1244196 1386412 657183 2791339
495880,2200859 1608366 228623 2590469 1843411
496778,1806908 985459 1552231 458239 639892
496959,278589 1608544 527139 575055 832002
497597,784737 1244196 1443706 2791339 536047
498625,2131278 2117454 760925 2586571 2521990
498751,134458 984114 1244196 794156 2648928
498974,460845 1074038 1564833 1577106 2106638
500603,2650926 381581 625711 2722505 1317915
500886,2436828 1398109 2201664 1516723 2589829
501987,2108063 1511336 1785326 2435845 2771968
502258,2184279 456898 1102973 1440443 2180624
502833,1520888 2768702 1206551 173221 516263
502841,399173 1014900 1243082 2755214 2802945
502910,2526275 1899609 16863 1466890 810121
502953,1129899 2778525 1244196 1386412 657183
503036,574659 2711318 876254 2201988 833986
503050,2310379 386148 836052 926097 1611347
504243,2778525 1244196 1386412 657183 2791339
504416,189741 2609608 851928 2608663 2832639
504607,1928254 723096 967007 2348229 2239159
504636,2635038 1096406 535530 1732848 2117630
505297,2778525 1244196 1386412 657183 2791339
505894,2380537 221336 293163 499043 907619
506369,657183 784737 1386412 1162250 2791339
506558,590280 2794756 594574 2208035 2689910
506633,725108 1856746 2025093 2207077 2813580
506861,2445350 2434525 2599469 174495 100398
507324,1092821 2198329 536047 1386412 1119495
507360,2076787 1689895 364056 403728 2546303
507582,298583 1858569 383103 875721 627312
507756,744482 1026915 2725882 2515155 1453125
507916,1140869 2778525 1697299 278589 697676
508153,3758 1888355 905615 1131339 2568123
508605,569889 266412 2466095 1854085 2313894
508712,2814724 2639425 2469913 1045465 1097841
508901,2778525 1244196 1386412 657183 2791339
508911,425077 979223 758956 846474 1451175
509003,621104 1343791 34919 1556325 577072
509301,2775012 1806908 2698057 1657452 1552231
509555,2192713 1505560 1963276 2285704 576002
509763,350611 1495573 2239276 2712481 1829159
511666,1919289 2124012 2774204 1082580 730318
512205,2778525 1244196 1386412 657183 2791339
512425,2353116 2466849 1113937 2403426 2216677
512506,317765 796736 1328891 1567996 2069359
512648,1317915 1424217 2816180 760056 1619659
513062,110276 988036 1153154 1789567 2179631
513192,2778525 1244196 1386412 657183 2791339
513296,2778525 1244196 1386412 657183 2791339
513705,730122 2762636 647579 370557 1228087
514057,928057 620026 2116017 2407835 1188183
514360,247719 1242418 872280 465648 459760
514959,2778525 1244196 1386412 657183 2791339
514961,1685390 2129 1757792 2303766 1385999
515742,1037482 1028328 484997 1109250 2532840
515776,2778525 1244196 1386412 657183 2791339
516118,720941 1403266 2026193 1031734 503972
516541,1665109 2594831 2344042 174781 2098581
516808,1438082 657183 1092821 343377 1162250
516893,999536 2773794 2180597 1490248 1887468
517745,1089163 882543 1771607 762305 2428073
517951,2778525 1244196 1386412 657183 2791339
518335,1691082 846474 1451175 1971927 952267
518387,2194493 2230105 471148 1361710 1052695
518617,562914 143830 2462072 979877 2778662
518880,1515214 1296164 901645 2153142 1926513
518996,1973943 1445895 1338648 266753 514793
519617,1104347 264954 851531 2439554 810811
519977,2085598 2351661 1016109 2504602 322979
520020,908778 1028918 2273864 1054489 378726
520365,319853 590874 716564 1223649 1395610
520547,1244196 1069281 784737 657183 1047625
520918,823512 2778525 1156803 1934835 1053542
520966,1529488 1330328 35677 1714673 2198636
521222,2625747 1095259 1592074 1799122 1974790
521630,2419510 191129 375153 2013441 1087548
521835,2546303 1007375 138656 1689895 2595466
521928,784737 1413438 1526612 1386412 1598204
522046,2086041 2627699 2478858 1398399 1835742
522094,1113937 1045268 2659857 2404420 2148301
522351,2559644 1441871 207930 2319159 2185485
522606,744945 546956 2722505 1669483 1838929
522822,1244787 2198329 1386412 1092821 536047
523123,1244196 1576126 1988160 667505 1069281
523597,2778525 1244196 1386412 657183 2791339
524472,2164654 1070537 174892 2003862 22987
524537,2581013 1077498 1383508 819252 1969514
524938,2778525 1244196 1386412 657183 2791339
525294,2391945 1447547 604795 2255841 920520
525591,77356 1407200 712901 209611 340121
526825,590874 1995511 2519105 2795685 795787
527362,984686 1605036 2603642 1268485 2157347
527891,2778525 1244196 1386412 657183 2791339
528462,1773137 1962219 2015911 2523146 2374826
528741,964435 1608366 498404 2329357 349988
528859,2160996 1501510 1586998 2193965 1661184
529766,1447547 2391945 2255841 604795 2353541
530095,799403 1776330 326880 1572780 2073556
530276,2466849 2353116 1113937 2216677 1346344
530297,1474772 422001 168246 1419228 2756577
530546,2778525 1337011 1244196 1317915 2125319
530691,2711318 559839 2668025 2452576 1425706
531422,2778525 1244196 1386412 657183 2791339
531675,2778525 1244196 1386412 657183 2791339
531842,2778525 1244196 1386412 657183 2791339
532193,931519 2814024 2336701 2512859 612155
532310,2778525 1244196 1386412 657183 2791339
532789,121011 138809 230144 653371 2322375
533628,45553 72914 266009 277667 510467
533775,2002097 1386412 2198329 486936 1244787
533957,59733 24197 74940 1048714 1545568
533988,632512 654127 35677 2335348 1224868
534205,167519 423478 1427369 1552614 2167092
534298,1212118 615688 2760164 2683378 1850794
534712,1244196 1047625 1679143 2796479 468120
534910,2778525 1244196 1386412 657183 2791339
535022,2423973 2794875 576605 693935 1247959
535062,2106311 657183 2791339 1162250 2423978
535242,448605 2616493 2168309 1597482 1879708
535325,2778525 1244196 1386412 657183 2791339
535452,1244196 981065 1047625 2650926 1679143
535958,2778525 1244196 1386412 657183 2791339
536379,2425730 2778525 1244196 1386412 657183
536556,1041734 2030128 2197685 2029130 2699201
536855,657183 536047 1162250 343377 1386412
537284,979877 1876513 335428 2527425 1384910
537420,1679143 2796479 2420135 1244196 2459081
537633,1652470 258239 717511 2018238 1876503
538430,1801026 777060 1398027 166992 275676
539090,986950 484085 309333 2489725 291669
539165,1930472 1652584 2391945 604795 2802026
540178,2778525 1244196 1386412 657183 2791339
540840,2778525 1244196 1386412 657183 2791339
540872,1585675 2264344 1226034 1728166 469386
541100,2062492 1079879 1426108 1159716 2445301
541706,2778525 1244196 1386412 657183 2791339
541771,1082056 1311266 1680423 1719597 1945841
541883,2171176 2608328 1797417 10807 84637
542234,1636910 350611 625711 2712481 2734883
542547,2269877 2314885 2803881 215655 452534
542592,1310822 1520888 2429998 50594 1748216
542771,657183 1162250 1386412 536047 2002097
543084,1244196 2796479 1679143 468120 1953846
543224,2093622 398342 1220380 1713404 327897
543798,166946 1398109 528654 1442073 1478289
543910,26637 245634 114051 1296900 535530
544131,343372 968002 1781631 1893931 233304
544730,1069281 2313894 657183 1443706 1953846
544744,2369856 2260494 1137711 1648103 1579645
544810,551940 483871 1113937 1919162 2438260
544963,1576444 1672383 137158 343965 522448
545078,2025255 422508 515301 1149589 1829538
545183,5965 754489 2606366 1424081 307095
545308,1912509 870096 49286 131280 162175
545315,657183 2791339 2002097 784737 1162250
545436,536047 2002097 1277140 1757758 657183
546108,2139191 229900 2409457 1802297 1211391
546889,1904911 2438123 1952610 525385 2411858
547115,2778525 1244196 1386412 657183 2791339
547518,1061262 259937 664709 954150 1618907
547650,1162250 343377 784737 1386412 2791339
547890,1588335 1260103 37261 408560 670227
548288,1576126 1218842 1455447 1277364 1435340
549196,2778525 1244196 1386412 657183 2791339
549378,2778525 1244196 1386412 657183 2791339
549893,2778525 1244196 1386412 657183 2791339
549929,684753 2614851 1112804 1616908 2750164
550045,1988160 657183 1092821 343377 1162250
550211,649120 2222005 1711976 1885121 2144187
550317,2213987 1334494 988691 1264258 1412112
550432,8104 1168736 2278199 2402843 462454
550912,596604 2743010 862371 44532 74423
551058,364167 379121 436501 897503 1633514
551081,960485 1753570 512109 1134434 2018425
551553,2778525 1244196 1386412 657183 2791339
551558,1574503 2200859 2178500 1602405 1671267
551685,1488958 592140 18121 134458 59091
551817,1654076 915330 106043 427833 626960
552117,2778525 1244196 1386412 657183 2791339
552518,767198 1835742 291669 1338724 1269812
552977,1488958 711679 2506235 134458 18121
554066,2742570 683831 2778525 1244196 1386412
554293,1070735 658316 255730 1312107 1335776
554342,876529 1844001 1953745 2076321 1293242
554558,338236 665436 2214969 386951 476045
554802,278589 404589 965909 293489 84249
554900,636889 2789271 1983757 2212434 1225049
554985,260662 684130 953084 1016763 1020577
555497,2336243 1155556 50457 809686 134085
556227,1566231 2663455 2030128 767198 2203434
556531,1031373 78655 739674 1443706 2247652
556768,2778525 1244196 1386412 657183 2791339
557075,657183 784737 343377 536047 2791339
557309,1244196 1443706 266412 784737 657183
558390,83100 744838 1855880 2020334 784181
